,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
14,55,0,2.0946129963531868,Graduate,Married,Less than $40K,Blue,48,4.103860866273665,2.0,2.0,-760.9818569924951,150.24701430995492,5831.578576946395,1.2505652193683627,4228.387028437768,40,0.7220704350172091,0.279,1
15,45,1,4.030895231584477,Unknown,Unknown,$80K - $120K,Blue,37,5.12598324022434,1.0,2.0,-629.897259934249,117.86537293639026,6029.747803239281,1.8266140324025943,5599.8493092640965,40,1.8372515452451261,0.23,1
16,48,1,4.030895231584477,Post-Graduate,Single,$80K - $120K,Blue,36,5.12598324022434,1.5,3.0,1465.6821287260261,218.82895671837775,7007.979912327739,1.6839420832797416,11389.568043618561,40,0.7217468088080463,0.078,1
17,41,1,2.0899813353115406,Unknown,Married,$80K - $120K,Blue,34,3.939119740551389,3.0,2.0,147.54512001288106,41.533810189695714,7861.750630890083,0.9978517330103194,6928.507734163068,40,1.7975540933521081,0.095,1
18,58,1,1.8945357394578526,High School,Married,$40K - $60K,Blue,56,1.992191834909533,1.5,3.0,-753.444098792964,157.01019095949482,-18632.493127173977,1.6592357764743924,11953.114229537136,40,0.8077927196018854,0.7879999999999999,1
19,45,0,2.483084060760578,Graduate,Married,Unknown,Blue,37,5.771488464737798,1.0,2.0,210.16127179021066,86.9243300105095,7051.346355268691,0.9893724660023239,6388.1301113555055,40,0.8809317574979781,0.08,1
20,45,1,0.7997230626371312,Doctorate,Divorced,$60K - $80K,Blue,42,5.402674680266028,3.0,1.0,750.6053547685883,106.33642037098639,8159.531294885827,0.8311776355046832,8960.864702277187,40,1.0335327397083722,0.086,1
21,59,0,0.7042308804156465,Graduate,Married,Less than $40K,Blue,49,3.0607740792337284,3.0,3.0,-806.5822310120336,-81.484442012518,14381.252628458824,0.9509315304433085,1451.465637896048,40,0.6069186307904068,0.0,0
22,40,1,2.0899813353115406,High School,Married,$40K - $60K,Blue,33,3.939119740551389,3.0,1.0,-582.2158223652693,0.8079131849040095,4237.793143082641,1.7842014773631667,4165.661555163331,40,1.906440828484819,0.152,1
23,44,0,3.2659593996547747,Unknown,Single,Less than $40K,Blue,36,3.0303212137629094,3.0,2.0,-788.1337205446498,67.39660565585427,-4787.010443857524,0.555163775785889,7961.964122030193,40,0.37229095409265334,0.626,1
24,49,1,2.0946129963531868,Unknown,Married,$80K - $120K,Blue,42,4.103860866273665,1.5,3.0,74.51453889314251,4.071869435668532,20636.720658193117,1.0987427307960849,1325.6642594338628,40,0.8290664608923842,0.0,1
25,41,0,2.483084060760578,Graduate,Single,Less than $40K,Blue,28,5.771488464737798,1.0,2.0,-353.211587415853,56.83209254846224,-2479.1401689239656,0.7188425590091365,8449.956905554107,40,0.7817988148851077,0.215,1
26,53,1,0.6600112127532461,High School,Unknown,$40K - $60K,Blue,46,3.053832086450363,1.0,2.0,231.81070289064974,92.90043523417307,10410.747368883218,0.8301251791550494,7191.902937683525,40,1.3987216534001963,0.093,1
27,57,1,0.5403030980300965,Unknown,Married,$60K - $80K,Blue,56,3.0735036093070653,3.0,2.0,-147.00776271702256,226.56305212233576,8283.767401912104,0.9848593555690929,5677.023819889334,40,0.9713427730521744,0.099,1
28,45,0,2.483084060760578,Uneducated,Single,Unknown,Blue,34,5.771488464737798,2.0,2.0,-115.79940779403222,-16.518382236484285,20598.085373460788,0.8891501244591002,1324.0814340642678,40,1.8475158233396538,0.0,1
29,43,1,3.2659593996547747,High School,Married,$40K - $60K,Blue,42,3.0303212137629094,1.0,2.0,-592.1554843198619,44.72293565087489,0.639943306151963,0.7261270681084908,7248.488177317469,40,0.8775315330875544,0.285,1
30,50,1,3.2660221620705423,Unknown,Married,$80K - $120K,Blue,33,1.5913263203104053,2.0,2.0,-788.0395771483554,47.23548966953831,-9260.06238333389,1.0775443649805303,9040.485766975073,40,1.9146499789158296,0.6579999999999999,1
31,49,1,1.8945357394578526,Uneducated,Married,$60K - $80K,Blue,48,1.992191834909533,5.0,2.5,-784.5464703183613,191.06733412234246,-9648.584438860418,0.8872350887711175,8470.269571692394,40,1.8776668603329938,0.69,1
32,41,1,3.3248572993532797,Graduate,Married,$60K - $80K,Blue,36,3.0718104825343477,1.0,2.0,-317.2293759353226,226.74308517927648,-12079.127298871268,1.7996321787515444,11999.573655705797,40,1.9234442309275892,0.282,1
33,51,0,2.483084060760578,College,Married,Less than $40K,Blue,38,5.771488464737798,1.5,3.0,-761.3674429831149,133.76457941022068,-2064.661921307541,1.6582810502119367,7674.147931607271,40,0.8453467719695216,0.562,1
34,51,1,0.862238153761421,Graduate,Married,$80K - $120K,Blue,49,5.55416538443531,1.5,3.0,25.62434402082488,107.35238723145017,278.0905815854758,0.5598888548824164,8506.355567641209,40,0.7423797072399643,0.135,1
35,50,0,2.0946129963531868,College,Single,Less than $40K,Blue,36,4.103860866273665,3.0,1.0,-724.6754775862464,151.7178206610098,-12440.935174833185,0.488507118873508,9403.98281005794,43,0.4418458726900726,0.544,1
36,50,0,4.030895231584477,Graduate,Married,Less than $40K,Blue,36,5.12598324022434,1.75,3.0,-767.7055290839107,267.2374197408709,-16965.063956055405,1.7023497500399398,11090.253930934243,40,0.780591019820341,0.757,1
37,42,0,3.2660221620705423,High School,Married,Less than $40K,Gold,36,1.5913263203104053,3.0,3.0,312.6378153979316,-17.30247330274483,23758.09168173188,0.9849909211734461,1366.39414786638,40,1.2055312783243335,0.0,1
38,54,0,0.6600112127532461,Graduate,Unknown,$40K - $60K,Blue,49,3.053832086450363,3.0,2.0,-666.8051140746034,116.77162836678053,4594.237248110015,1.447503453200169,5180.327332895483,40,0.6920398978724563,0.241,1
39,63,0,0.862238153761421,Doctorate,Married,Unknown,Blue,56,5.55416538443531,3.0,3.0,-321.9994308703537,-72.85406404711193,13020.08583500578,1.0477204389255748,3877.055599622536,40,0.31459859391678885,0.077,0
40,45,1,3.2660221620705423,Graduate,Single,$80K - $120K,Blue,41,1.5913263203104053,1.75,3.0,1720.6203526819681,33.58224166639479,35552.58500609844,0.9628605704161016,3795.578790680675,40,0.445410257515342,0.018000000000000002,1
41,49,1,1.9094029672813895,Unknown,Married,$40K - $60K,Blue,44,1.9443400378814306,1.0,2.0,-509.007077828322,154.70746803121756,-9754.362763242718,0.7889131259863249,10616.245760179256,40,0.5334373445939224,0.355,1
42,45,0,0.7026823194886574,College,Single,$40K - $60K,Silver,43,3.0427496670099154,1.5,3.0,394.6760693352413,257.6131405608136,-3775.986353405112,1.4607460154419354,11927.981138494459,40,1.1083489162113527,0.145,1
43,47,1,2.483084060760578,High School,Married,$60K - $80K,Blue,37,5.771488464737798,2.5,1.0,-628.8153393444063,156.8820199260308,16368.61969679244,1.1722019378748585,1391.4089957966253,40,0.9246147874476022,0.0,1
44,36,0,3.2660221620705423,Graduate,Single,Unknown,Blue,28,1.5913263203104053,3.0,3.0,-225.48431466603728,68.29860120033914,-3925.9864906510556,0.990888118957177,10025.280199180115,40,0.9619813889701974,0.209,1
45,48,1,3.2084969226876296,Uneducated,Single,$80K - $120K,Blue,30,3.0881430157633885,2.0,2.0,1903.032387671476,78.49042506677051,40324.56855079323,1.5147156346217374,1354.737020424585,40,1.0738409500339547,0.0,1
46,57,1,0.862238153761421,Doctorate,Married,$60K - $80K,Blue,45,5.55416538443531,2.5,1.0,-798.9755616167354,212.12851812525855,-7450.199808328536,1.669531992128712,7494.014277994593,40,0.8029761190288119,0.626,1
47,58,1,0.7026823194886574,Doctorate,Married,$40K - $60K,Blue,52,3.0427496670099154,1.5,3.0,-788.0647385931818,224.3590837157118,-13799.303432536666,1.7502672499658407,9933.816727188125,40,1.8773518233414597,0.7929999999999999,1
48,42,1,2.045006339655138,High School,Married,$80K - $120K,Blue,40,4.063712316134884,3.0,3.0,630.9589513034564,80.37657772839816,13815.411438953217,0.7649792898133408,7507.941413904478,40,0.815452355188504,0.07400000000000001,1
49,50,1,0.862238153761421,College,Single,$80K - $120K,Blue,40,5.55416538443531,1.0,2.0,-598.9840542555105,45.387323197979185,-184.14297335210358,0.6146836875066035,6657.66634743662,40,0.5619007133005636,0.259,1
50,51,0,2.483084060760578,Unknown,Married,Less than $40K,Blue,41,5.771488464737798,3.0,2.0,-759.1213514600693,262.65675064247625,-2703.2377987534164,1.4010556836857295,7953.753206621695,40,0.9522031402142259,0.591,1
51,51,0,0.7026823194886574,Graduate,Married,Less than $40K,Blue,40,3.0427496670099154,3.0,1.0,-840.0182917459435,-45.857143919968166,5191.00123926041,0.970070868656122,4824.183521379351,40,0.8956119510375627,0.562,0
52,62,0,0.7026823194886574,High School,Married,Less than $40K,Blue,54,3.0427496670099154,3.0,2.0,-771.1396656705722,271.53245768949853,-13238.365610526109,0.8739451114864782,10509.857512169832,40,1.8053052452305933,0.687,1
53,45,1,2.045006339655138,Unknown,Married,$120K +,Blue,36,4.063712316134884,3.0,1.0,634.2964275474194,182.08469796645772,-2982.1933319186965,0.6696364591377952,12027.047955978167,40,0.22978851551774793,0.127,1
54,52,1,1.9094029672813895,Graduate,Married,$120K +,Blue,36,1.9443400378814306,3.0,3.0,374.6430142928611,-107.7409598841839,23853.449841342866,1.0012458376086386,1375.0450621980303,40,0.2640846417316578,0.0,0
55,47,0,4.030895231584477,Graduate,Unknown,Less than $40K,Blue,36,5.12598324022434,3.0,2.0,-739.2958640258669,86.67622743071342,-14503.057497003456,0.6455181511066136,10618.941491089932,40,0.5653277909468566,0.667,1
56,44,0,3.2660221620705423,Graduate,Single,Less than $40K,Blue,36,1.5913263203104053,3.0,1.0,-780.5872389597357,152.91392308808474,-15941.83950844451,0.7587646351070415,11296.269539319335,40,0.568285021555117,0.843,1
57,53,1,0.5403030980300965,Uneducated,Married,$40K - $60K,Blue,50,3.0735036093070653,2.0,3.0,-639.7945670475037,138.34210884150775,-7366.444896392104,1.2178619394188024,9301.139183392177,40,1.2823883730661683,0.422,1
58,43,0,4.030895231584477,Graduate,Married,Unknown,Blue,35,5.12598324022434,1.0,2.0,-459.0805672934741,90.95224811216167,7991.882064123613,1.7635402748725137,5526.69532813113,40,1.8289163091672416,0.156,1
59,41,1,0.5403030980300965,High School,Single,$60K - $80K,Blue,34,3.0735036093070653,3.0,3.0,-709.364243726083,94.10937971071121,-9557.48092169107,0.80316122402017,8789.885337467998,40,1.2090551514159804,0.525,1
60,54,1,4.030895231584477,Unknown,Married,$80K - $120K,Blue,47,5.12598324022434,2.0,2.0,-727.6151350702146,90.8603978625647,-12888.120421732974,0.9549906066344331,9957.323506260025,40,0.7955172911388303,0.5870000000000001,1
61,48,1,1.9094029672813895,Graduate,Married,$60K - $80K,Silver,35,1.9443400378814306,3.0,3.0,1905.4633544602073,-104.1528798032673,40648.204887703796,0.7576509277316421,1350.2775675553567,40,0.45560303631232885,0.0,0
62,38,1,0.862238153761421,High School,Divorced,$60K - $80K,Blue,33,5.55416538443531,3.0,3.0,-504.74115129224066,116.88167410589836,3853.734816539251,0.9847015609633806,6777.193126596115,40,1.2564505576393137,0.211,1
63,40,1,3.2660221620705423,Post-Graduate,Single,$120K +,Blue,32,1.5913263203104053,3.0,2.0,978.2192379963992,111.0542681862089,8060.421986570012,1.0246087944408535,10286.051557905706,40,0.6919943126069359,0.08800000000000001,1
64,51,1,2.097399578710516,High School,Single,$120K +,Blue,44,4.05854426102122,2.0,3.0,225.5355692351317,111.72417625016647,2502.864694181165,1.068046343733847,8359.034540552726,40,0.9963624046818577,0.111,1
65,49,1,3.2084969226876296,Uneducated,Single,$80K - $120K,Silver,38,3.0881430157633885,2.0,3.0,1833.255876426244,99.95113481239468,22954.469275830503,0.6277892604099836,7763.3049696208045,40,0.5077377824351976,0.044,1
66,53,1,2.483084060760578,College,Married,$60K - $80K,Blue,52,5.771488464737798,3.0,3.0,-457.45169457599894,138.557430972764,-3644.401247560455,0.6758116447699296,9115.858571834302,40,0.6961955749115593,0.276,1
67,41,0,2.483084060760578,Uneducated,Single,Less than $40K,Blue,20,5.771488464737798,3.0,3.0,-793.1202610584337,78.82021332621161,-6754.533957698188,1.0270942685142181,7589.517247466219,40,0.5190987709968261,0.7040000000000001,1
68,48,1,1.9094029672813895,Graduate,Married,$60K - $80K,Blue,32,1.9443400378814306,1.5,3.0,-826.8803239378626,175.23768705507518,294.60557496744786,1.833866024401897,6150.3374610219535,40,1.9766289515181763,0.6559999999999999,1
69,45,1,2.483084060760578,Doctorate,Married,$80K - $120K,Blue,38,5.771488464737798,2.0,2.0,1108.5532322716492,-0.3101308189454812,18742.058968251156,0.8695959236810746,7111.5996771991995,40,1.8162285712382058,0.053,1
70,51,1,3.2084969226876296,Graduate,Single,$120K +,Blue,42,3.0881430157633885,2.0,3.0,1850.6053427333622,169.72681821815195,22347.728295214954,1.199868944171579,8792.7311416612,41,0.9399611813924441,0.051,1
71,54,0,2.483084060760578,Graduate,Married,Less than $40K,Blue,42,5.771488464737798,3.0,3.0,-774.1878948617646,154.92480940524115,-1515.8426711055372,0.7503129757134047,5796.442129796867,40,0.3097346575802798,0.467,1
72,49,1,2.097399578710516,Graduate,Unknown,$60K - $80K,Blue,43,4.05854426102122,1.5,3.0,-781.4818191762929,112.24276111543486,-8804.678522134158,0.7562150351230246,10007.088935981625,40,0.5038370896112941,0.698,1
73,41,1,4.030895231584477,Uneducated,Married,$80K - $120K,Blue,37,5.12598324022434,2.0,2.0,908.1350991054169,125.97024753717119,12601.689501984241,0.4365868718637572,7820.62759191941,40,0.523481515557293,0.067,1
74,43,1,0.5898171875370106,College,Single,$60K - $80K,Blue,35,3.0482357161838234,3.0,3.0,994.4607168716027,142.12394113677783,9365.0187580611,1.1249792415590159,9481.45605192909,40,1.1944335997025828,0.079,1
75,49,1,2.461554623671475,Graduate,Single,$80K - $120K,Blue,36,5.639110141010197,3.0,2.0,-561.4157060830639,103.85525677581677,-289.7628838708779,0.8329004375956154,7813.691939728356,40,0.3946469789552443,0.287,1
76,44,0,4.030895231584477,Graduate,Single,Less than $40K,Blue,36,5.12598324022434,3.0,2.0,-440.8706776880285,110.3536300776002,-14967.729925957485,0.9697191881153739,11959.041857241387,40,1.904259291425227,0.36,1
77,38,0,2.097399578710516,Uneducated,Single,Less than $40K,Blue,29,4.05854426102122,3.0,2.0,-412.1372557015242,369.6534917020181,-7639.29308598693,0.659916207369891,8983.940277175592,57,0.9511163734340236,0.256,1
78,48,1,2.461554623671475,Graduate,Divorced,$60K - $80K,Blue,30,5.639110141010197,1.0,2.0,-794.6566781068846,157.47707945120294,-10038.340374469743,0.6344821314723845,9037.954150773367,40,0.3518510799622682,0.7190000000000001,1
79,45,1,2.461554623671475,Graduate,Married,$80K - $120K,Blue,38,5.639110141010197,3.0,2.0,1390.610976495733,120.94924761287757,12872.7381127487,0.8128202109583417,9404.361797413552,40,0.4356846820564462,0.066,1
80,44,1,2.097399578710516,Graduate,Married,$60K - $80K,Blue,37,4.05854426102122,2.75,1.0,-286.34858653186353,141.1674258695956,-5543.760777863203,1.2446421906319869,8597.917533096335,41,1.3218547079988396,0.198,1
81,42,1,0.862238153761421,Unknown,Unknown,$120K +,Blue,36,5.55416538443531,2.0,2.0,1852.823173415664,183.6689465785878,21448.784648650762,0.9400914342743708,7896.084019898766,40,0.5209179223372739,0.044,1
82,54,0,3.2660221620705423,Unknown,Married,$40K - $60K,Blue,45,1.5913263203104053,3.0,3.0,-749.3181997436329,-104.94073179931183,11571.691994383207,0.6160084940868106,1456.9561749746044,40,0.7233871342887825,0.0,0
83,53,0,1.9094029672813895,Graduate,Married,Unknown,Blue,52,1.9443400378814306,3.0,3.0,-162.58458295428164,52.64186500633127,407.2067979690719,0.5078107831368481,7397.642720808786,40,0.7917667580559223,0.14,1
84,50,1,0.862238153761421,Graduate,Divorced,$80K - $120K,Blue,35,5.55416538443531,3.0,2.0,1852.4609545869725,156.12729416492084,25081.079007415443,0.9181832053101668,6624.243727573001,40,1.8544374654766627,0.035,1
85,50,1,2.461554623671475,Graduate,Married,$60K - $80K,Blue,47,5.639110141010197,2.75,1.0,-755.3695855827391,163.13573997459912,-7036.374586423601,0.9154154488895333,9492.890321626019,40,0.7324562627750038,0.619,1
86,49,1,2.097399578710516,High School,Single,$120K +,Blue,35,4.05854426102122,2.5,1.0,581.4107194845454,91.10222624649032,3127.006279861649,0.5636715451384939,10077.71881275641,40,0.6617405850074519,0.108,1
87,41,0,2.461554623671475,Uneducated,Single,Less than $40K,Blue,35,5.639110141010197,1.5,3.0,-610.3347343625708,44.18239723963234,14347.050073690038,0.44190717675458,1424.255922231499,40,0.571065502436165,0.0,1
88,44,1,2.097399578710516,High School,Single,$60K - $80K,Blue,31,4.05854426102122,2.75,1.0,101.06641437412674,124.14935205869006,10472.063144711754,1.8421283539316946,4937.841927743268,40,1.842528373754035,0.066,1
89,53,1,2.483084060760578,Unknown,Married,$120K +,Blue,45,5.771488464737798,3.0,3.0,-498.9421703909654,113.429323386119,19456.802102676767,1.8389363155691802,1308.8117411206454,40,1.9191758713195946,0.0,1
90,49,0,1.8945357394578526,High School,Single,Less than $40K,Blue,36,1.992191834909533,1.5,3.0,-132.8500658700729,50.3447417868299,23394.012354071143,0.5257296422192569,1310.0729305598425,40,1.2129058613572747,0.0,1
91,45,1,3.2659593996547747,High School,Single,$80K - $120K,Blue,38,3.0303212137629094,2.75,1.0,1548.8190645639686,187.53005607763112,11765.018554343005,0.9090863182984119,9687.742349668362,40,1.8676585206726086,0.062,1
92,44,1,2.097399578710516,Graduate,Single,$40K - $60K,Blue,36,4.05854426102122,3.0,3.0,-378.08588982453097,109.3634920501222,14780.651099544797,0.5554005962834175,1341.9889847937056,40,0.5452129014806403,0.0,1
93,50,1,0.862238153761421,Graduate,Single,$80K - $120K,Blue,42,5.55416538443531,3.0,2.0,-787.6846989122257,108.79739370674406,-9512.534704628668,0.8169122805310285,10021.082767277872,40,0.9773665240327001,0.765,1
94,45,0,2.461554623671475,Unknown,Married,Unknown,Blue,28,5.639110141010197,1.0,2.0,-826.1157521104717,142.3079760163697,-15064.666269488576,1.4137194383268552,11653.2894787308,40,1.0534715779913202,0.963,1
95,57,1,0.862238153761421,Graduate,Married,Less than $40K,Blue,52,5.55416538443531,3.0,3.0,-825.939133675,169.6614460593587,1519.143668758305,1.7121501204071223,5221.362606121165,40,0.8312357158826308,0.524,1
96,43,1,4.004915728171762,Graduate,Married,$40K - $60K,Blue,35,5.407528027133422,3.0,2.0,-700.7810371917665,89.02894053690216,-1752.8967164379628,0.5520400965302056,6525.295194469035,40,0.32236756011524803,0.34700000000000003,1
97,51,1,4.004915728171762,Doctorate,Married,$40K - $60K,Blue,35,5.407528027133422,3.0,2.0,-687.1029744541904,196.6622162437327,-6188.569310887164,1.1454773501124986,8535.535773456857,42,0.7493402835057464,0.45,1
98,52,1,2.045006339655138,College,Married,$120K +,Blue,50,4.063712316134884,2.75,1.0,-223.39236379418418,116.42615921843094,-10066.285250458986,0.5816099822352766,10894.624693086582,40,0.7798932311504478,0.232,1
99,45,1,1.8945357394578526,Unknown,Married,$80K - $120K,Blue,37,1.992191834909533,3.0,3.0,-564.6120332700532,10.303802490801218,-4865.194579515088,0.6398361727397872,8232.958679488862,40,0.28493399512323137,0.299,0
100,46,0,2.045006339655138,College,Single,Unknown,Blue,43,4.063712316134884,2.75,1.0,905.3987031702168,136.8172278673569,9907.609891066058,0.7328271954468504,9645.4708467329,40,0.9912657014167896,0.085,1
101,42,0,4.004915728171762,Unknown,Married,Unknown,Silver,34,5.407528027133422,3.0,3.0,1810.5637244339455,179.9356102862697,14753.167080828722,1.0282822249491876,10099.910733269131,40,0.7845852284718122,0.059,1
102,53,1,2.483084060760578,Graduate,Married,$120K +,Blue,34,5.771488464737798,1.5,3.0,-742.3322604486418,82.8439218282872,876.4471162854047,0.5611863514278045,6774.486166681986,40,0.5416292811913749,0.43,1
103,42,0,0.5898171875370106,Graduate,Single,Less than $40K,Blue,32,3.0482357161838234,3.0,3.0,-770.2603275099038,112.45330953650682,-12516.974168558272,0.8812883272356261,9397.39013564874,40,1.3379915339780697,0.62,1
104,43,1,3.3248572993532797,High School,Unknown,$60K - $80K,Blue,25,3.0718104825343477,2.75,1.0,-772.5512491239685,54.386141389454,15618.775388849024,0.9176109649770805,1346.5365983896063,40,0.7855859118708007,0.0,1
105,41,0,3.14974681539585,Post-Graduate,Married,Less than $40K,Blue,33,1.6184364710796824,3.0,3.0,-280.11632674297795,165.80929520253767,8926.557441822733,0.8070311703515749,5342.643488726205,40,0.6487769978897945,0.111,1
106,50,1,2.483084060760578,Post-Graduate,Single,$120K +,Blue,36,5.771488464737798,1.0,2.0,1878.4607364809433,20.37277222146895,27276.0270753203,0.7263429564801809,5456.0107308944125,40,1.0757470373058644,0.027000000000000003,1
107,45,1,0.862238153761421,Uneducated,Married,$60K - $80K,Blue,36,5.55416538443531,1.75,3.0,178.94430468383877,137.68376230899298,-6566.89631960792,1.3419278691333294,11656.33345122822,40,0.595990333675348,0.16899999999999998,1
108,61,0,0.9360528912290726,Unknown,Married,Less than $40K,Blue,56,5.544544730917385,1.0,2.0,-825.6429540812876,218.8120072073914,13162.920797696808,0.8312223137903739,1349.065753074599,44,1.1067968974757245,0.0,1
109,50,1,4.004915728171762,Unknown,Divorced,$120K +,Blue,36,5.407528027133422,3.0,2.0,1761.0600306812821,73.15774254875964,16462.14044320897,0.6325839688415549,9611.131740083842,40,0.8728807315197066,0.058,1
110,53,1,2.147310076597231,Graduate,Married,$60K - $80K,Blue,39,4.085688428352131,2.75,1.0,-314.5165237967763,146.74975292431952,-5755.316864153761,0.5608304618933411,9379.420077106564,40,0.4411085080212731,0.223,1
111,40,1,2.483084060760578,Unknown,Married,$60K - $80K,Blue,36,5.771488464737798,3.0,3.0,278.9965245657577,27.486668043505006,16247.789138581795,0.9047493773206156,5084.592581173466,40,1.8529049118974579,0.057,1
112,43,1,4.030895231584477,High School,Divorced,$60K - $80K,Blue,36,5.12598324022434,1.0,2.0,-724.9560686614207,93.1517653702033,-6926.918759528704,0.5987000877120919,8534.431986278021,40,0.3342681678693525,0.513,1
113,50,0,0.4453572969331524,Uneducated,Married,Less than $40K,Blue,36,3.1089171703923344,2.0,2.0,-842.7295979300743,81.86295187913493,7943.211542912464,1.749389958606917,4334.227621392411,40,1.8500059913239641,0.473,1
114,47,1,2.483084060760578,Graduate,Single,$80K - $120K,Blue,35,5.771488464737798,1.0,2.0,128.58411423889407,109.88715659307104,7565.15905670583,0.8204484530953009,6864.556050311101,40,0.9868141742930177,0.095,1
115,47,1,0.9360528912290726,Graduate,Single,$80K - $120K,Blue,36,5.544544730917385,2.0,2.0,587.4373929904896,58.60649994672076,15413.08354120724,1.8790122398965328,5233.3299811279185,40,2.0087583767700172,0.047,1
116,50,1,3.3248572993532797,High School,Unknown,$80K - $120K,Blue,48,3.0718104825343477,2.5,1.0,11.619271601925902,285.65232001207426,6220.811524370765,1.0428676408592565,6840.14039902044,40,0.973727806826319,0.106,1
117,49,1,2.147310076597231,High School,Single,$80K - $120K,Blue,39,4.085688428352131,1.5,3.0,-192.71161187205468,191.6893988655213,1300.4789094354228,1.6678801539175456,8032.5365008583585,40,0.7488292519610344,0.156,1
118,44,1,1.8945357394578526,Doctorate,Married,$60K - $80K,Blue,36,1.992191834909533,5.0,2.5,1039.866869693202,62.72836797477407,16622.982295435348,0.6783025828253035,6469.032867749825,40,0.9098175251612423,0.05,1
119,48,0,2.147310076597231,High School,Married,Less than $40K,Blue,44,4.085688428352131,2.0,2.0,-572.1630792816218,191.2505817931917,-5938.538848491826,0.898553010194589,9364.503928659007,40,1.0108254453127044,0.355,1
120,46,1,2.147310076597231,Graduate,Single,$120K +,Blue,36,4.085688428352131,2.0,2.0,1873.1894586544581,30.479574018223502,29292.69898367414,1.0967882588747224,5801.268496160947,40,0.6221509662481429,0.03,1
